abalan: abal
mulu: terus
muluk: terus
muluv: terus
seteruanya: terus
terooooos: terus
terooos: terus
terooosas: terus
teroooz: terus
teroos: terus
teros: terus
teroz: terus
terrrrus: terus
terruuus: terus
teru: terus
terua: terus
terusa: terus
terush: terus
teruskan: terus
teruus: terus
teruuus: terus
teruuuus: terus
teruuuuus: terus
teruuuuuuus: terus
tetus: terus
tr: terus
tris: terus
trooooos: terus
trooos: terus
tros: terus
trs: terus
trus: terus
trusan: terus
truus: terus
tterus: terus
tueros: terus
twrus: terus
terustwrang: terus terang
ajeg: tetap
pancet: tetap
tetao: tetap
tetep: tetap
tetepa: tetap
ttap: tetap
tteep: tetap
ttep: tetap
ttp: tetap
ttepaja: tetap saja
but: tetapi
kendati: tetapi
tapikok: tetapi
tp: tetapi
tpi: tetapi
ttpi: tetapi
tpttp: tetapi tetap
tb: tiba
tetiba: tiba
tibs: tiba
tbtb: tiba tiba
tibatiba: tiba tiba
ketimbang: tibang
dak: tidak
dang: tidak
dk: tidak
eggk: tidak
egk: tidak
endak: tidak
eng: tidak
engga: tidak
enggak: tidak
enggap: tidak
enggk: tidak
g: tidak
ga: tidak
gaak: tidak
gag: tidak
gak: tidak
gal: tidak
gax: tidak
gc: tidak
gcx: tidak
ggak: tidak
gk: tidak
gka: tidak
gl: tidak
gx: tidak
kaga: tidak
kagak: tidak
kagk: tidak
kga: tidak
kgk: tidak
mak: tidak
moh: tidak
nda: tidak
ndak: tidak
ndk: tidak
nga: tidak
ngak: tidak
ngg: tidak
ngga: tidak
nggak: tidak
nggk: tidak
ngk: tidak
ngn: tidak
non: tidak
not: tidak
ora: tidak
ore: tidak
ra: tidak
rak: tidak
ta: tidak
tak: tidak
tda: tidak
tdak: tidak
tdk: tidak
te: tidak
teu: tidak
tiada: tidak
tid: tidak
tida: tidak
tidaak: tidak
tidaj: tidak
tidal: tidak
tidk: tidak
tifak: tidak
tk: tidak
todak: tidak
ttidak: tidak
tudaj: tidak
tudak: tidak
tydack: tidak
gaada: tidak ada
gada: tidak ada
gda: tidak ada
nihil: tidak ada
null: tidak ada
nonaktif: tidak aktif
gapapa: tidak apa apa
gpp: tidak apa apa
gabaik: tidak baik
gabkalan: tidak bakal
unlimited: tidak batas
cant: tidak bisa
gabecus: tidak bisa
gabis: tidak bisa
gabisa: tidak bisa
gaiso: tidak bisa
gakbisa: tidak bisa
gbisa: tidak bisa
gbs: tidak bisa
gbsa: tidak bisa
ndabisa: tidak bisa
raiso: tidak bisa
tabisa: tidak bisa
takbisa: tidak bisa
teubisa: tidak bisa
spechles: tidak bisa bicara
speechles: tidak bisa bicara
ongkang: tidak buat apa apa
unmacth: tidak cocok
tidakencukupi: tidak cukup
gaenak: tidak enak
gaguna: tidak guna
gapake: tidak guna
unfaedah: tidak guna
useles: tidak guna
gamau: tidak ingin
ogah: tidak ingin
gaje: tidak jelas
gajelas: tidak jelas
gajelasd: tidak jelas
gajelasssd: tidak jelas
gajlas: tidak jelas
gakjelas: tidak jelas
gj: tidak jelas
gjls: tidak jelas
rajelas: tidak jelas
tergajelas: tidak jelas
unclear: tidak jelas
notwork: tidak kerja
gakuat: tidak kuat
gamasalah: tidak masalah
ganiat: tidak niat
raniat: tidak niat
abnormal: tidak normal
gapada: tidak pada
gafaham: tidak paham
gangerti: tidak paham
gapeduli: tidak peduli
gakusah: tidak perlu
gaperlu: tidak perlu
gausa: tidak perlu
gausah: tidak perlu
gkusah: tidak perlu
gapernah: tidak pernah
never: tidak pernah
garibet: tidak repot
infalid: tidak sah
invalid: tidak sah
anjlok: tidak sedia
down: tidak sedia
jeblok: tidak sedia
ngedown: tidak sedia
unavailable: tidak sedia
gaberes: tidak selesai
gasemua: tidak semua
gadipersiapkan: tidak siap
gamatang: tidak siap
gasiap: tidak siap
ketidakdiapan: tidak siap
prematur: tidak siap
premature: tidak siap
ketidakstabilan: tidak stabil
gasuka: tidak suka
gaktau: tidak tahu
gatau: tidak tahu
gataw: tidak tahu
mboh: tidak tahu
mbuh: tidak tahu
ntah: tidak tahu
ntahlah: tidak tahu
teing: tidak tahu
tdr: tidur
turu: tidur
ditiktok: tiktok
tiktik: tiktok
tikos: tikus
ditilep: tilap
group: tim
grup: tim
kelompok: tim
team: tim
ditindaklanjuti: tindak lanjut
stay: tinggal
tigl: tinggal
tingal: tinggal
tingggal: tinggal
tinggl: tinggal
setinggi: tinggi
tnggi: tinggi
type: tipe
setipis: tipis
niru: tiru
passeo: tisu
tissu: tisu
tissue: tisu
spot: titik
tobaat: tobat
shop: toko
tokped: tokopedia
nolak: tolak
help: tolong
ketulung: tolong
pils: tolong
pleade: tolong
please: tolong
pliiis: tolong
plis: tolong
plislah: tolong
pls: tolong
tiolong: tolong
tlg: tolong
tlng: tolong
tlong: tolong
toling: tolong
tolng: tolong
tolomg: tolong
tolon: tolong
tolonglah: tolong
tolonng: tolong
toloong: tolong
tolung: tolong
tulung: tolong
tlgditingkatkan: tolong baik
tolongperbaiki: tolong baik
toolongbdong: tolong dong
button: tombol
nonton: tonton
totalitas: total
towernya: tower
tranparan: transparan
transfaran: transparan
transparansi: transparan
transport: transportasi
trliunan: triliun
petuga: tugas
pr: tugas
ptugas: tugas
petugaskppsminumbodrek: tugas kelompok selenggara pungut suara minum bodrex
tu: tuh
gusti: tuhan
yallah: tuhan
menunju: tuju
tujuanya: tuju
tuker: tukar
ketulis: tulis
nulis: tulis
nulisnya: tulis
penulisanya: tulis
teks: tulis
textnya: tulis
tulisa: tulis
tulisanx: tulis
tulisanya: tulis
buffering: tunggu
delay: tunggu
ditungguin: tunggu
liading: tunggu
load: tunggu
loadil: tunggu
loading: tunggu
loadingny: tunggu
loadingnya: tunggu
loadingpun: tunggu
loadingya: tunggu
loadinhnya: tunggu
loadinya: tunggu
loadnya: tunggu
loaging: tunggu
lodig: tunggu
loding: tunggu
lodingnya: tunggu
looding: tunggu
loooadingnya: tunggu
loooooooodiiiig: tunggu
louding: tunggu
lowding: tunggu
munyer: tunggu
muser: tunggu
musser: tunggu
mutar: tunggu
muteeer: tunggu
muter: tunggu
muternya: tunggu
nuggu: tunggu
nunggu: tunggu
nungguin: tunggu
nunggunya: tunggu
nunghu: tunggu
putar: tunggu
lola: tunggu lama
lolah: tunggu lama
lolanya: tunggu lama
downgrade: turun
drop: turun
takedown: turun
turunin: turun
turunya: turun
merut: turut
mnurut: turut
mnurutku: turut
nurutin: turut
tutor: tutorial
close: tutup
closed: tutup
nutup: tutup
fc: tutup paksa
forceclose: tutup paksa
forclose: tutup paksa
duit: uang
uangnye: uang
berubak: ubah
edit: ubah
editable: ubah
ediy: ubah
merubh: ubah
ngedit: ubah
perubhaan: ubah
prubahan: ubah
rubah: ubah
ubh: ubah
ugalan: ugal
blackbox: uji
ditets: uji
duji: uji
mebguji: uji
nguji: uji
pentes: uji
pentester: uji
tes: uji
test: uji
tested: uji
tester: uji
testing: uji
trial: uji
truji: uji
tryel: uji
uat: uji
uci: uji
uiji: uji
uja: uji
uju: uji
whitebox: uji
diujicoba: uji coba
mengujicoba: uji coba
ucijoba: uji coba
ujicoba: uji coba
ujicobakan: uji coba
ujicobanya: uji coba
unjung: ujung
ujungnyatimeout: ujung habis waktu
ngulah: ulah
mngulang: ulang
ngulang: ulang
ngulangi: ulang
ngulangin: ulang
re: ulang
repeat: ulang
ualng: ulang
ulanggah: ulang
ulg: ulang
upang: ulang
berulangkali: ulang kali
bootlop: ulang kembali
direstart: ulang kembali
merifres: ulang kembali
reboot: ulang kembali
refresh: ulang kembali
reload: ulang kembali
relog: ulang kembali
resfresh: ulang kembali
restard: ulang kembali
restart: ulang kembali
review: ulasan
reviewnya: ulasan
ummat: umat
general: umum
uu: undang undang
apload: unggah
aplod: unggah
aplot: unggah
aploud: unggah
aplut: unggah
diupload: unggah
mengaplod: unggah
mengaploud: unggah
mengupload: unggah
menguploud: unggah
ngeupload: unggah
pengaplotan: unggah
pengapluoadan: unggah
pengupload: unggah
penguploadan: unggah
penguploadtan: unggah
penguplod: unggah
penguplodan: unggah
teraploud: unggah
terupload: unggah
upld: unggah
upload: unggah
uploadan: unggah
uploade: unggah
uploading: unggah
uploadnya: unggah
uplod: unggah
uploud: unggah
uplud: unggah
upolad: unggah
keunikannya: unik
baut: untuk
dear: untuk
for: untuk
intuk: untuk
ntk: untuk
ntuk: untuk
to: untuk
tuk: untuk
ubtuk: untuk
uduk: untuk
unt: untuk
untik: untuk
untk: untuk
untksuk: untuk
unttk: untuk
utk: untuk
ngapaiin: untuk apa
ngapain: untuk apa
benefitsnya: untung
cuan: untung
cuannya: untung
keutungan: untung
laba: untung
luck: untung
brupaya: upaya
effort: upaya
ngurus: urus
ngurusi: urus
ngurusin: urus
berurutan: urut
berusa: usaha
usahakn: usaha
ushkn: usaha
pln: usaha listrik negara
ustad: ustaz
trutama: utama
ngevendor: vendor
pendor: vendor
ferivikasi: verifikasi
memprevikasi: verifikasi
perifikasi: verifikasi
terferifikasi: verifikasi
terprefikasi: verifikasi
terverfikasi: verifikasi
terverivikasi: verifikasi
verfikasi: verifikasi
veriafikasi: verifikasi
verif: verifikasi
verification: verifikasi
veripikasi: verifikasi
verivikasi: verifikasi
vervikasi: verifikasi
veryfikasi: verifikasi
verval: verifikasi dan validasi
fersi: versi
persi: versi
ver: versi
veri: versi
vr: versi
vidio: video
malware: virus
wb: wabarakatuh
face: wajah
muka: wajah
diwajibin: wajib
periode: waktu
tean: waktu
time: waktu
timed: waktu
timer: waktu
times: waktu
waktune: waktu
wektune: waktu
wkt: waktu
wktku: waktu
wktu: waktu
wktunya: waktu
wib: waktu indonesia bagian barat
wit: waktu indonesia bagian timur
kewalahan: walah
walawe: walaupun
walopun: walaupun
wlpun: walaupun
wr: warahmatullahi
wassalam: wassalamualaikum
diweb: web
web: website
webnya: website
wa: whatsapp
watsap: whatsapp
whatap: whatsapp
whatsap: whatsapp
wil: wilayah
wew: wow
oi: woy
woi: woy
wooi: woy
wooooi: woy
wooooooooi: woy
woui: woy
wpy: woy
nggih: ya
yac: ya
yah: ya
yak: ya
yalah: ya
yar: ya
ye: ya
yea: ya
yeah: ya
yes: ya
yeu: ya
yh: ya
yha: ya
yo: ya
za: ya
yaampun: ya ampun
yakali: ya kali
yakan: ya kan
yaallah: ya tuhan
ngeyakinin: yakin
sure: yakin
sing: yang
ug: yang
yag: yang
yamg: yang
yanh: yang
yg: yang
ynag: yang
yng: yang
ygterupdate: yang baru
yth: yang hormat
ytta: yang tau tau saja
youtub: youtube
yt: youtube
yutub: youtube
jaman: zaman
jadul: zaman dahulu
